id,full_equation,complexity,full_equation_tokens_hier,full_equation_token_ids
3974,n=int_a^inf(4+e+delta)dx,4,<EXPR_START> <ASSIGN_START> IDENT:n = <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> IDENT:a ^ IDENT:i <POW_END> * IDENT:n * IDENT:f * <PAREN_START> <ADD_START> NUMBER:4 + IDENT:e + <MUL_START> IDENT:d * IDENT:e * IDENT:l * IDENT:t * IDENT:a <MUL_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 22, 14, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 7, 33, 19, 31, 4, 22, 4, 51, 4, 18, 16, 48, 8, 28, 8, 6, 38, 4, 28, 4, 30, 4, 20, 4, 7, 5, 15, 17, 4, 38, 4, 40, 5, 12, 10]"
6631,h=omega_max,1,<EXPR_START> <ASSIGN_START> IDENT:h = <MUL_START> IDENT:o * IDENT:m * IDENT:e * IDENT:g * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 39, 14, 6, 45, 4, 21, 4, 28, 4, 36, 4, 7, 4, 9, 4, 21, 4, 7, 4, 40, 5, 12, 10]"
5548,a=cos(G*C),3,<EXPR_START> <ASSIGN_START> IDENT:a = <MUL_START> IDENT:c * IDENT:o * IDENT:s * <PAREN_START> <MUL_START> IDENT:G * IDENT:C <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 7, 14, 6, 42, 4, 45, 4, 27, 4, 18, 6, 70, 4, 60, 5, 17, 5, 12, 10]"
36,E=C,1,<EXPR_START> <ASSIGN_START> IDENT:E = IDENT:C <ASSIGN_END> <EXPR_END>,"[11, 13, 58, 14, 60, 12, 10]"
8363,m_avg=cos(4+h+b+I),3,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:m * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> = <MUL_START> IDENT:c * IDENT:o * IDENT:s * <PAREN_START> <ADD_START> NUMBER:4 + IDENT:h + IDENT:b + IDENT:I <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 21, 4, 9, 4, 7, 4, 41, 4, 36, 5, 14, 6, 42, 4, 45, 4, 27, 4, 18, 16, 48, 8, 39, 8, 44, 8, 63, 15, 17, 5, 12, 10]"
1514,a_avg=int_L^L(h+p+R)dV,4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:a * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> = <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> IDENT:L ^ IDENT:L <POW_END> * <PAREN_START> <ADD_START> IDENT:h + IDENT:p + IDENT:R <ADD_END> <PAREN_END> * IDENT:d * IDENT:V <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 7, 4, 9, 4, 7, 4, 41, 4, 36, 5, 14, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 50, 33, 50, 31, 4, 18, 16, 39, 8, 25, 8, 46, 15, 17, 4, 38, 4, 53, 5, 12, 10]"
9318,g=sin(1/2+c+u_min),3,<EXPR_START> <ASSIGN_START> IDENT:g = <MUL_START> IDENT:s * IDENT:i * IDENT:n * <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:2 <MUL_END> + IDENT:c + <MUL_START> IDENT:u * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 36, 14, 6, 27, 4, 19, 4, 22, 4, 18, 16, 6, 37, 23, 29, 5, 8, 42, 8, 6, 43, 4, 9, 4, 21, 4, 19, 4, 22, 5, 15, 17, 5, 12, 10]"
40,p=sin(4*h-V_2*n_net-delta_avg)+(4/3+pi+x_0+omega_net)^n+(3+N_A+R_min+v_avg)^n,5,<EXPR_START> <ASSIGN_START> IDENT:p = <ADD_START> <MUL_START> IDENT:s * IDENT:i * IDENT:n * <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 * IDENT:h <MUL_END> - <MUL_START> IDENT:V * UNKNOWN:_ * NUMBER:2 * IDENT:n * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> - <MUL_START> IDENT:d * IDENT:e * IDENT:l * IDENT:t * IDENT:a * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> <ADD_END> <PAREN_END> <MUL_END> + <POW_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:p * IDENT:i <MUL_END> + <MUL_START> IDENT:x * UNKNOWN:_ * NUMBER:0 <MUL_END> + <MUL_START> IDENT:o * IDENT:m * IDENT:e * IDENT:g * IDENT:a * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> <ADD_END> <PAREN_END> ^ IDENT:n <POW_END> + <POW_START> <PAREN_START> <ADD_START> NUMBER:3 + <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A <MUL_END> + <MUL_START> IDENT:R * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> + <MUL_START> IDENT:v * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> <ADD_END> <PAREN_END> ^ IDENT:n <POW_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 25, 14, 16, 6, 27, 4, 19, 4, 22, 4, 18, 16, 6, 48, 4, 39, 5, 26, 6, 53, 4, 9, 4, 29, 4, 22, 4, 9, 4, 22, 4, 28, 4, 20, 5, 26, 6, 38, 4, 28, 4, 30, 4, 20, 4, 7, 4, 9, 4, 7, 4, 41, 4, 36, 5, 15, 17, 5, 8, 32, 18, 16, 6, 48, 23, 35, 5, 8, 6, 25, 4, 19, 5, 8, 6, 40, 4, 9, 4, 52, 5, 8, 6, 45, 4, 21, 4, 28, 4, 36, 4, 7, 4, 9, 4, 22, 4, 28, 4, 20, 5, 15, 17, 33, 22, 31, 8, 32, 18, 16, 35, 8, 6, 72, 4, 9, 4, 47, 5, 8, 6, 46, 4, 9, 4, 21, 4, 19, 4, 22, 5, 8, 6, 41, 4, 9, 4, 7, 4, 41, 4, 36, 5, 15, 17, 33, 22, 31, 15, 12, 10]"
4820,E_f=(N_A+sigma+s)^n+1+dA/dx+c+beta*delta+exp(2/3+n_avg+z_i),5,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:E * UNKNOWN:_ * IDENT:f <MUL_END> = <ADD_START> <POW_START> <PAREN_START> <ADD_START> <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A <MUL_END> + <MUL_START> IDENT:s * IDENT:i * IDENT:g * IDENT:m * IDENT:a <MUL_END> + IDENT:s <ADD_END> <PAREN_END> ^ IDENT:n <POW_END> + NUMBER:1 + <MUL_START> IDENT:d * IDENT:A / IDENT:d * IDENT:x <MUL_END> + IDENT:c + <MUL_START> IDENT:b * IDENT:e * IDENT:t * IDENT:a * IDENT:d * IDENT:e * IDENT:l * IDENT:t * IDENT:a <MUL_END> + <MUL_START> IDENT:e * IDENT:x * IDENT:p * <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:n * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> + <MUL_START> IDENT:z * UNKNOWN:_ * IDENT:i <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 58, 4, 9, 4, 51, 5, 14, 16, 32, 18, 16, 6, 72, 4, 9, 4, 47, 5, 8, 6, 27, 4, 19, 4, 36, 4, 21, 4, 7, 5, 8, 27, 15, 17, 33, 22, 31, 8, 37, 8, 6, 38, 4, 47, 23, 38, 4, 40, 5, 8, 42, 8, 6, 44, 4, 28, 4, 20, 4, 7, 4, 38, 4, 28, 4, 30, 4, 20, 4, 7, 5, 8, 6, 28, 4, 40, 4, 25, 4, 18, 16, 6, 29, 23, 35, 5, 8, 6, 22, 4, 9, 4, 7, 4, 41, 4, 36, 5, 8, 6, 67, 4, 9, 4, 19, 5, 15, 17, 5, 15, 12, 10]"
3466,g=V,1,<EXPR_START> <ASSIGN_START> IDENT:g = IDENT:V <ASSIGN_END> <EXPR_END>,"[11, 13, 36, 14, 53, 12, 10]"
1761,F=epsilon,1,<EXPR_START> <ASSIGN_START> IDENT:F = <MUL_START> IDENT:e * IDENT:p * IDENT:s * IDENT:i * IDENT:l * IDENT:o * IDENT:n <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 61, 14, 6, 28, 4, 25, 4, 27, 4, 19, 4, 30, 4, 45, 4, 22, 5, 12, 10]"
2305,R=(1+G+v_1)^1/2-(k+phi)/(R*b_0+r)-z_net^*+y_i,5,<EXPR_START> <ASSIGN_START> IDENT:R = <ADD_START> <MUL_START> <POW_START> <PAREN_START> <ADD_START> NUMBER:1 + IDENT:G + <MUL_START> IDENT:v * UNKNOWN:_ * NUMBER:1 <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:1 <POW_END> / NUMBER:2 <MUL_END> - <MUL_START> <PAREN_START> <ADD_START> IDENT:k + <MUL_START> IDENT:p * IDENT:h * IDENT:i <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> IDENT:R * IDENT:b * UNKNOWN:_ * NUMBER:0 <MUL_END> + IDENT:r <ADD_END> <PAREN_END> <MUL_END> - <MUL_START> IDENT:z * UNKNOWN:_ * IDENT:n * IDENT:e * <POW_START> IDENT:t ^ UNKNOWN:* <POW_END> <MUL_END> + <MUL_START> IDENT:y * UNKNOWN:_ * IDENT:i <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 46, 14, 16, 6, 32, 18, 16, 37, 8, 70, 8, 6, 41, 4, 9, 4, 37, 5, 15, 17, 33, 37, 31, 23, 29, 5, 26, 6, 18, 16, 66, 8, 6, 25, 4, 39, 4, 19, 5, 15, 17, 23, 18, 16, 6, 46, 4, 44, 4, 9, 4, 52, 5, 8, 34, 15, 17, 5, 26, 6, 67, 4, 9, 4, 22, 4, 28, 4, 32, 20, 33, 77, 31, 5, 8, 6, 54, 4, 9, 4, 19, 5, 15, 12, 10]"
3724,b_1=int_L^b(h^3+R^++W_avg)dr,4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:b * UNKNOWN:_ * NUMBER:1 <MUL_END> = <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> IDENT:L ^ IDENT:b <POW_END> * <PAREN_START> <ADD_START> <POW_START> IDENT:h ^ NUMBER:3 <POW_END> + <POW_START> IDENT:R ^ UNKNOWN:+ <POW_END> + <MUL_START> IDENT:W * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:r <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 44, 4, 9, 4, 37, 5, 14, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 50, 33, 44, 31, 4, 18, 16, 32, 39, 33, 35, 31, 8, 32, 46, 33, 78, 31, 8, 6, 65, 4, 9, 4, 7, 4, 41, 4, 36, 5, 15, 17, 4, 38, 4, 34, 5, 12, 10]"
8285,a_net=(4/3*theta_f*lambda+y_1^*)/(beta+V_0+R_0^-1)+(R+L_net^-1+x+theta_2)^2+(3-mu_max+w^-1-F)/(1/2+N_A+p+C)-pi*E-sigma_1,5,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:a * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> = <ADD_START> <MUL_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 * IDENT:t * IDENT:h * IDENT:e * IDENT:t * IDENT:a * UNKNOWN:_ * IDENT:f * IDENT:l * IDENT:a * IDENT:m * IDENT:b * IDENT:d * IDENT:a <MUL_END> + <MUL_START> IDENT:y * UNKNOWN:_ * <POW_START> NUMBER:1 ^ UNKNOWN:* <POW_END> <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> IDENT:b * IDENT:e * IDENT:t * IDENT:a <MUL_END> + <MUL_START> IDENT:V * UNKNOWN:_ * NUMBER:0 <MUL_END> + <MUL_START> IDENT:R * UNKNOWN:_ * <POW_START> NUMBER:0 ^ NUMBER:-1 <POW_END> <MUL_END> <ADD_END> <PAREN_END> <MUL_END> + <POW_START> <PAREN_START> <ADD_START> IDENT:R + <MUL_START> IDENT:L * UNKNOWN:_ * IDENT:n * IDENT:e * <POW_START> IDENT:t ^ NUMBER:-1 <POW_END> <MUL_END> + IDENT:x + <MUL_START> IDENT:t * IDENT:h * IDENT:e * IDENT:t * IDENT:a * UNKNOWN:_ * NUMBER:2 <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> + <MUL_START> <PAREN_START> <ADD_START> NUMBER:3 - <MUL_START> IDENT:m * IDENT:u * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> + <POW_START> IDENT:w ^ NUMBER:-1 <POW_END> - IDENT:F <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:2 <MUL_END> + <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A <MUL_END> + IDENT:p + IDENT:C <ADD_END> <PAREN_END> <MUL_END> - <MUL_START> IDENT:p * IDENT:i * IDENT:E <MUL_END> - <MUL_START> IDENT:s * IDENT:i * IDENT:g * IDENT:m * IDENT:a * UNKNOWN:_ * NUMBER:1 <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 7, 4, 9, 4, 22, 4, 28, 4, 20, 5, 14, 16, 6, 18, 16, 6, 48, 23, 35, 4, 20, 4, 39, 4, 28, 4, 20, 4, 7, 4, 9, 4, 51, 4, 30, 4, 7, 4, 21, 4, 44, 4, 38, 4, 7, 5, 8, 6, 54, 4, 9, 4, 32, 37, 33, 77, 31, 5, 15, 17, 23, 18, 16, 6, 44, 4, 28, 4, 20, 4, 7, 5, 8, 6, 53, 4, 9, 4, 52, 5, 8, 6, 46, 4, 9, 4, 32, 52, 33, 75, 31, 5, 15, 17, 5, 8, 32, 18, 16, 46, 8, 6, 50, 4, 9, 4, 22, 4, 28, 4, 32, 20, 33, 75, 31, 5, 8, 40, 8, 6, 20, 4, 39, 4, 28, 4, 20, 4, 7, 4, 9, 4, 29, 5, 15, 17, 33, 29, 31, 8, 6, 18, 16, 35, 26, 6, 21, 4, 43, 4, 9, 4, 21, 4, 7, 4, 40, 5, 8, 32, 74, 33, 75, 31, 26, 61, 15, 17, 23, 18, 16, 6, 37, 23, 29, 5, 8, 6, 72, 4, 9, 4, 47, 5, 8, 25, 8, 60, 15, 17, 5, 26, 6, 25, 4, 19, 4, 58, 5, 26, 6, 27, 4, 19, 4, 36, 4, 21, 4, 7, 4, 9, 4, 37, 5, 15, 12, 10]"
4994,g=sum_n=1^N(h),4,<EXPR_START> <ASSIGN_START> IDENT:g = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:n <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 36, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 22, 5, 12, 10]"
8128,P=cos(k*u_min),3,<EXPR_START> <ASSIGN_START> IDENT:P = <MUL_START> IDENT:c * IDENT:o * IDENT:s * <PAREN_START> <MUL_START> IDENT:k * IDENT:u * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 57, 14, 6, 42, 4, 45, 4, 27, 4, 18, 6, 66, 4, 43, 4, 9, 4, 21, 4, 19, 4, 22, 5, 17, 5, 12, 10]"
3033,n_1=exp(G+W+T_max),3,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:n * UNKNOWN:_ * NUMBER:1 <MUL_END> = <MUL_START> IDENT:e * IDENT:x * IDENT:p * <PAREN_START> <ADD_START> IDENT:G + IDENT:W + <MUL_START> IDENT:T * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 22, 4, 9, 4, 37, 5, 14, 6, 28, 4, 40, 4, 25, 4, 18, 16, 70, 8, 65, 8, 6, 56, 4, 9, 4, 21, 4, 7, 4, 40, 5, 15, 17, 5, 12, 10]"
7939,E_i=partialQ/partialr,4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:E * UNKNOWN:_ * IDENT:i <MUL_END> = <MUL_START> IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:Q / IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:r <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 58, 4, 9, 4, 19, 5, 14, 6, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 59, 23, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 34, 5, 12, 10]"
3040,V_0=(2/3*W*L_0)/(c-a_max)+4/3*h-s-P+a^2-(4/3+pi+W_avg^*+F_rms)^-1,5,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:V * UNKNOWN:_ * NUMBER:0 <MUL_END> = <ADD_START> <MUL_START> <PAREN_START> <MUL_START> NUMBER:2 / NUMBER:3 * IDENT:W * IDENT:L * UNKNOWN:_ * NUMBER:0 <MUL_END> <PAREN_END> / <PAREN_START> <ADD_START> IDENT:c - <MUL_START> IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <ADD_END> <PAREN_END> <MUL_END> + <MUL_START> NUMBER:4 / NUMBER:3 * IDENT:h <MUL_END> - IDENT:s - IDENT:P + <POW_START> IDENT:a ^ NUMBER:2 <POW_END> - <POW_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:p * IDENT:i <MUL_END> + <MUL_START> IDENT:W * UNKNOWN:_ * IDENT:a * IDENT:v * <POW_START> IDENT:g ^ UNKNOWN:* <POW_END> <MUL_END> + <MUL_START> IDENT:F * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:-1 <POW_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 53, 4, 9, 4, 52, 5, 14, 16, 6, 18, 6, 29, 23, 35, 4, 65, 4, 50, 4, 9, 4, 52, 5, 17, 23, 18, 16, 42, 26, 6, 7, 4, 9, 4, 21, 4, 7, 4, 40, 5, 15, 17, 5, 8, 6, 48, 23, 35, 4, 39, 5, 26, 27, 26, 57, 8, 32, 7, 33, 29, 31, 26, 32, 18, 16, 6, 48, 23, 35, 5, 8, 6, 25, 4, 19, 5, 8, 6, 65, 4, 9, 4, 7, 4, 41, 4, 32, 36, 33, 77, 31, 5, 8, 6, 61, 4, 9, 4, 34, 4, 21, 4, 27, 5, 15, 17, 33, 75, 31, 15, 12, 10]"
9656,m=T_max,1,<EXPR_START> <ASSIGN_START> IDENT:m = <MUL_START> IDENT:T * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 21, 14, 6, 56, 4, 9, 4, 21, 4, 7, 4, 40, 5, 12, 10]"
2546,m=4+c,1,<EXPR_START> <ASSIGN_START> IDENT:m = <ADD_START> NUMBER:4 + IDENT:c <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 21, 14, 16, 48, 8, 42, 15, 12, 10]"
2593,W=ln(3+gamma+phi_rms),3,<EXPR_START> <ASSIGN_START> IDENT:W = <MUL_START> IDENT:l * IDENT:n * <PAREN_START> <ADD_START> NUMBER:3 + <MUL_START> IDENT:g * IDENT:a * IDENT:m * IDENT:m * IDENT:a <MUL_END> + <MUL_START> IDENT:p * IDENT:h * IDENT:i * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 65, 14, 6, 30, 4, 22, 4, 18, 16, 35, 8, 6, 36, 4, 7, 4, 21, 4, 21, 4, 7, 5, 8, 6, 25, 4, 39, 4, 19, 4, 9, 4, 34, 4, 21, 4, 27, 5, 15, 17, 5, 12, 10]"
1189,y_0=sum_n=1^inf(3+e+delta_2+gamma+h_i),4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:y * UNKNOWN:_ * NUMBER:0 <MUL_END> = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:n <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 54, 4, 9, 4, 52, 5, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 22, 5, 12, 10]"
7967,T=(2-theta_min)/(2*T),2,<EXPR_START> <ASSIGN_START> IDENT:T = <MUL_START> <PAREN_START> <ADD_START> NUMBER:2 - <MUL_START> IDENT:t * IDENT:h * IDENT:e * IDENT:t * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <MUL_START> NUMBER:2 * IDENT:T <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 56, 14, 6, 18, 16, 29, 26, 6, 20, 4, 39, 4, 28, 4, 20, 4, 7, 4, 9, 4, 21, 4, 19, 4, 22, 5, 15, 17, 23, 18, 6, 29, 4, 56, 5, 17, 5, 12, 10]"
6078,v=sin(1-G+z_f+m),3,<EXPR_START> <ASSIGN_START> IDENT:v = <MUL_START> IDENT:s * IDENT:i * IDENT:n * <PAREN_START> <ADD_START> NUMBER:1 - IDENT:G + <MUL_START> IDENT:z * UNKNOWN:_ * IDENT:f <MUL_END> + IDENT:m <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 41, 14, 6, 27, 4, 19, 4, 22, 4, 18, 16, 37, 26, 70, 8, 6, 67, 4, 9, 4, 51, 5, 8, 21, 15, 17, 5, 12, 10]"
108,z=exp(Q_f+T),3,<EXPR_START> <ASSIGN_START> IDENT:z = <MUL_START> IDENT:e * IDENT:x * IDENT:p * <PAREN_START> <ADD_START> <MUL_START> IDENT:Q * UNKNOWN:_ * IDENT:f <MUL_END> + IDENT:T <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 67, 14, 6, 28, 4, 40, 4, 25, 4, 18, 16, 6, 59, 4, 9, 4, 51, 5, 8, 56, 15, 17, 5, 12, 10]"
1316,V=psi,1,<EXPR_START> <ASSIGN_START> IDENT:V = <MUL_START> IDENT:p * IDENT:s * IDENT:i <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 53, 14, 6, 25, 4, 27, 4, 19, 5, 12, 10]"
8188,F=tan(2*e+C),3,<EXPR_START> <ASSIGN_START> IDENT:F = <MUL_START> IDENT:t * IDENT:a * IDENT:n * <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 * IDENT:e <MUL_END> + IDENT:C <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 61, 14, 6, 20, 4, 7, 4, 22, 4, 18, 16, 6, 29, 4, 28, 5, 8, 60, 15, 17, 5, 12, 10]"
2754,x_rms=int(G+L+v)dV,4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:x * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> = <MUL_START> IDENT:i * IDENT:n * IDENT:t * <PAREN_START> <ADD_START> IDENT:G + IDENT:L + IDENT:v <ADD_END> <PAREN_END> * IDENT:d * IDENT:V <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 40, 4, 9, 4, 34, 4, 21, 4, 27, 5, 14, 6, 19, 4, 22, 4, 20, 4, 18, 16, 70, 8, 50, 8, 41, 15, 17, 4, 38, 4, 53, 5, 12, 10]"
9754,n_2=int(3+r_2+g+sigma)dx,4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:n * UNKNOWN:_ * NUMBER:2 <MUL_END> = <MUL_START> IDENT:i * IDENT:n * IDENT:t * <PAREN_START> <ADD_START> NUMBER:3 + <MUL_START> IDENT:r * UNKNOWN:_ * NUMBER:2 <MUL_END> + IDENT:g + <MUL_START> IDENT:s * IDENT:i * IDENT:g * IDENT:m * IDENT:a <MUL_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 22, 4, 9, 4, 29, 5, 14, 6, 19, 4, 22, 4, 20, 4, 18, 16, 35, 8, 6, 34, 4, 9, 4, 29, 5, 8, 36, 8, 6, 27, 4, 19, 4, 36, 4, 21, 4, 7, 5, 15, 17, 4, 38, 4, 40, 5, 12, 10]"
6232,I_0=(1/3*y_f)/(n),2,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:I * UNKNOWN:_ * NUMBER:0 <MUL_END> = <MUL_START> <PAREN_START> <MUL_START> NUMBER:1 / NUMBER:3 * IDENT:y * UNKNOWN:_ * IDENT:f <MUL_END> <PAREN_END> / <PAREN_START> IDENT:n <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 63, 4, 9, 4, 52, 5, 14, 6, 18, 6, 37, 23, 35, 4, 54, 4, 9, 4, 51, 5, 17, 23, 18, 22, 17, 5, 12, 10]"
2877,W=(3+m_rms)^2,2,<EXPR_START> <ASSIGN_START> IDENT:W = <POW_START> <PAREN_START> <ADD_START> NUMBER:3 + <MUL_START> IDENT:m * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 65, 14, 32, 18, 16, 35, 8, 6, 21, 4, 9, 4, 34, 4, 21, 4, 27, 5, 15, 17, 33, 29, 31, 12, 10]"
5324,b=dn/dx,4,<EXPR_START> <ASSIGN_START> IDENT:b = <MUL_START> IDENT:d * IDENT:n / IDENT:d * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 44, 14, 6, 38, 4, 22, 23, 38, 4, 40, 5, 12, 10]"
